x,y
-4.98119261208,28.7853064957
-4.98118253917,22.7367677722
-4.98096117075,26.4431146293
-4.9807674524,26.1558234503
-4.98050888174,25.120494246
-4.98009508851,23.3894418274
-4.98003978957,25.8019232377
-4.97979381156,26.2195998799
-4.97968129778,25.8879948608
-4.9796223556,21.7158006081
-4.97920028625,22.2614765586
-4.97869948043,28.2740769083
-4.97824520079,26.1461193306
-4.97820345711,21.6732537713
-4.97818044099,24.3830460727
-4.97804532393,26.888698799
-4.97801915094,26.6662103014
-4.97791910631,22.5142207374
-4.97787094854,21.9098860207
-4.97782889588,24.4974991828
-4.97749485446,24.6380845005
-4.97720180745,23.7830451114
-4.97708817167,28.5736197195
-4.97706902396,24.7571132972
-4.97693770449,23.5851702443
-4.97654161837,22.3716205481
-4.97590520454,22.9055644192
-4.9754144258,21.247226707
-4.97519226785,24.2543331354
-4.97517198549,28.0401819117
-4.97487201879,30.3977930655
-4.97486916645,25.0190464691
-4.97438352898,26.0571843063
-4.97415534767,25.0131645981
-4.97383880346,21.9974078212
-4.97369730995,23.4215453161
-4.97291312451,27.0489394313
-4.97216335035,29.4311557383
-4.97210309464,26.0893582649
-4.97198266562,28.4586737564
-4.97186844731,22.4558941064
-4.97172903773,28.5309051517
-4.97106455068,27.4088928906
-4.9705329074,29.1708339552
-4.9704046449,24.0179481724
-4.97018505536,21.4368718486
-4.9698504671,27.6572257041
-4.96981339613,25.0273476841
-4.96978039631,23.7206253154
-4.96948886993,23.8474710041
-4.96935573757,26.0714998609
-4.96914931374,23.9923336638
-4.96836517057,28.6485909666
-4.96830450682,24.2354024294
-4.96811060614,21.7892360133
-4.96774445347,22.7907852069
-4.96748775125,23.6745119354
-4.96719462459,25.1318086278
-4.96684292872,25.7576339643
-4.96658018616,24.7440784931
-4.96644281375,23.7392254144
-4.96640973325,24.7269222476
-4.96621796229,25.1972402287
-4.96608173488,22.4219913082
-4.96585309371,25.4552851818
-4.96563343794,24.7153657491
-4.96533380451,25.7666649474
-4.96508602349,26.7822019394
-4.96498089153,25.8791561025
-4.96493038109,22.9439081361
-4.96436053838,25.727178195
-4.96421637728,26.182375366
-4.96405661831,24.3754217966
-4.96404365748,24.8895315279
-4.96389970625,27.5444275509
-4.96311792939,24.3775739661
-4.96287377527,28.4431024687
-4.96282064531,27.7630310338
-4.96275885715,23.4651181068
-4.96272192764,21.9397165354
-4.96271790867,24.8779251039
-4.96268119568,23.7183788315
-4.96241966345,25.7590675268
-4.96217394853,28.4462907495
-4.96209597061,23.829488558
-4.96176808676,20.8031118415
-4.96169423847,25.0596567601
-4.96162497502,29.1969691017
-4.96160902292,22.7799908237
-4.96135227494,25.6244709137
-4.96130398,27.93078921
-4.96122605257,27.5693285688
-4.96114989045,26.2904025014
-4.96095755254,24.8729218706
-4.96080949411,20.7291198133
-4.96054566843,26.3173231106
-4.96034887987,23.1933871328
-4.96026018088,23.1421715955
-4.96013229564,23.7155904615
-4.95990830134,23.0280641546
-4.95990615804,24.85281693
-4.95980086919,23.1355102536
-4.95956189456,23.7513000338
-4.95925149784,25.1016738294
-4.95924006081,21.6754353955
-4.95901176546,26.8504855815
-4.95900271235,24.4801595556
-4.95896315549,24.8383693328
-4.95865768205,24.6402031824
-4.95835061136,24.6942764056
-4.95777023819,31.3745023135
-4.95728394375,24.7356353729
-4.95717329632,23.198054843
-4.95715175676,26.6243922339
-4.95711804204,25.0041024631
-4.9569836792,25.3694625663
-4.95690150609,27.7162351029
-4.95685483586,25.675920875
-4.95643102712,23.9743679111
-4.9563508836,25.533567087
-4.95559442175,23.2031240517
-4.95540390148,24.6574491182
-4.95505195639,24.0340897736
-4.95498207923,23.8781054178
-4.9539095269,23.7285350365
-4.95371251014,24.0647261026
-4.95318763911,21.758374941
-4.95311020823,23.3993759758
-4.95305027605,24.4543680417
-4.95300821135,27.4791085635
-4.95272662191,26.8202785313
-4.95269929037,24.4933472008
-4.9526531777,25.3302691684
-4.95250258485,26.4488289623
-4.95233586327,30.7069623818
-4.95208349707,27.8928509147
-4.95204989688,25.7402743901
-4.95158081048,22.9115276603
-4.9515144804,24.3183445365
-4.95100111023,23.6335310416
-4.95073014728,21.5235827307
-4.95067900145,24.5747172153
-4.95039259354,26.2866825122
-4.95029354979,27.4310281539
-4.95016935436,23.331121908
-4.94992657016,26.121585325
-4.94968683269,25.2588976262
-4.94954013355,24.7252321758
-4.94944734741,21.9364294329
-4.94920057561,27.9361846578
-4.94915342211,25.4089252446
-4.9490641271,24.6924475253
-4.94839319299,24.678210423
-4.94816461593,24.9262767802
-4.94810915035,27.5904463152
-4.94726883558,23.0905258236
-4.94726152241,24.1517340475
-4.94713039402,25.6215311801
-4.94674074262,23.7004279337
-4.9466714484,25.9660534769
-4.94638464861,25.8323747369
-4.94611559992,24.0361380796
-4.94560545333,27.6311266548
-4.94556839434,22.8105272873
-4.94540682424,23.989376471
-4.94538069706,24.5514813676
-4.94496284715,23.7225984373
-4.94468159317,24.8015811917
-4.94460490303,25.2398136547
-4.94452982646,25.5961252377
-4.94452806996,25.7596825457
-4.94451013586,22.8277503228
-4.94417261958,23.9847658029
-4.94382580068,23.9406997401
-4.9436807553,23.6561784262
-4.94362113828,21.014707852
-4.9431037648,23.323085942
-4.94282025666,22.0333468013
-4.94272368775,27.4370337252
-4.94259422785,25.4634816822
-4.94203343131,23.9978254876
-4.94188058764,25.9724720563
-4.94155763782,21.5430111117
-4.94110906434,24.3093749673
-4.94068622153,25.092679706
-4.94034074682,23.0152518926
-4.94028023952,24.8730391364
-4.9395741038,24.8863701364
-4.93955921164,21.1700127366
-4.93926368921,25.7951236983
-4.93905414989,21.3609137343
-4.93877222064,28.6931790188
-4.93865608062,22.8874124498
-4.93855106314,26.0205382181
-4.93843838084,27.5703516955
-4.93839372991,23.4998842338
-4.93818681865,21.6735436752
-4.93803015253,25.972103352
-4.93793451264,21.0237720418
-4.93748336924,26.7480957182
-4.93739211539,24.2427481704
-4.93713609957,28.437211142
-4.93682337763,26.580911964
-4.93678146583,25.4068792723
-4.93670865489,25.8739956362
-4.93664929083,22.1176810748
-4.93591857762,23.4193519309
-4.93545431345,23.9679742685
-4.93535774027,25.7660126704
-4.93518336131,24.091260264
-4.93514210718,21.3381039277
-4.9351341381,25.1971888139
-4.93472365864,27.5514750909
-4.93471680431,25.4376418804
-4.93432196277,25.1231778829
-4.93422151843,25.8323979827
-4.93413390541,23.1874067439
-4.93412751851,27.4826182582
-4.93386845291,21.8335231535
-4.93380637986,25.3540149423
-4.93380076976,24.9760149273
-4.93356895697,24.8119331877
-4.93343378799,25.284438932
-4.93327331753,24.6702815719
-4.93313274945,22.6413688619
-4.93299635582,27.1942141737
-4.93269250115,25.6172921554
-4.93267108646,24.837247003
-4.93182872187,28.8325565331
-4.93152392544,28.1173614642
-4.93141173269,19.4452776091
-4.93111595173,22.2675931985
-4.93111094865,26.2816421455
-4.93101032027,23.4338790777
-4.93083762654,25.6632594645
-4.93078969168,29.5201594258
-4.93036033883,24.1789582349
-4.93002534813,22.3569548844
-4.92959508547,26.2568577732
-4.92924051822,27.5717935283
-4.92914799894,26.1764956984
-4.92849496038,24.7240182818
-4.92827970742,24.1739167288
-4.92827637973,23.4590037723
-4.92816362973,25.9298163563
-4.92812102774,24.397860801
-4.92807327925,24.6096295812
-4.9278893467,23.5102446129
-4.92784275739,24.0381754212
-4.92755047479,24.2462397764
-4.92724508695,25.3395341294
-4.92714819569,24.5620954815
-4.92712197616,22.1630090858
-4.92686193334,20.1412018839
-4.92676809572,24.0786842549
-4.92673851005,28.3370673273
-4.926470033,28.5685804186
-4.92630071978,25.8632171838
-4.92616672352,26.8987832138
-4.92614775536,24.0143787561
-4.92602089477,27.4478818201
-4.92595757976,26.3768259306
-4.92587905189,26.0592970665
-4.92521624697,25.1737762421
-4.92508873089,25.4439251
-4.92494149449,24.6828656004
-4.92485202345,24.2065431731
-4.92456715238,22.5853476021
-4.92440415273,24.7475742481
-4.92424888291,22.6263403151
-4.92418702779,22.6524059371
-4.92395208976,25.5840448167
-4.92366318459,26.3031902532
-4.92322542988,19.6300032283
-4.92320427449,27.396232286
-4.92316408678,22.8313385615
-4.92294190115,27.7204796407
-4.92286277178,19.9397190181
-4.9228110128,27.6675017389
-4.92267177041,25.4083605564
-4.9226701501,28.3758848656
-4.92262580409,26.5705048123
-4.92226237185,22.837025743
-4.92221887926,26.0720175756
-4.9220150655,26.3984777373
-4.92193048185,22.0981296916
-4.92192335165,25.4254986249
-4.92167874351,24.1801406139
-4.92165420824,24.4739336072
-4.92053144966,25.8531661383
-4.92049265197,25.1674254044
-4.91946617796,22.6637861042
-4.91904649659,26.5287189511
-4.91875106075,21.0829174665
-4.91727428151,24.8056204416
-4.91726641052,28.1666288253
-4.91723999027,27.3482553778
-4.9166400688,24.8758222069
-4.91637037919,25.4672726399
-4.91635657252,27.0255334608
-4.91624170901,24.1259885543
-4.91617873741,29.1912358381
-4.91550927149,29.2884808165
-4.91509782229,24.6798814994
-4.91476895138,22.6170765615
-4.91450123559,26.2891959318
-4.91432767443,24.5291804825
-4.9143037291,25.9844723992
-4.91420118815,25.3221438489
-4.91407653313,22.6268191709
-4.91407541903,26.2218819062
-4.91406089239,26.6405801304
-4.9137739346,24.7336105496
-4.91327751027,25.227193683
-4.91326273405,25.677589382
-4.91316300922,23.1568628603
-4.91225373653,25.7027087983
-4.91224988039,23.5300710265
-4.91201201103,25.1956706734
-4.91161172826,25.957662021
-4.91144691639,27.2499695735
-4.91140141717,26.0741711867
-4.91106121702,26.815416757
-4.91102574706,27.0896639669
-4.9106768646,23.8781266934
-4.91066444321,27.8939829229
-4.9105072575,26.2911596393
-4.90987036942,23.8144825279
-4.90976881765,25.8480143412
-4.90969511077,21.0960283504
-4.90966115181,24.8768264593
-4.90958041249,24.1812618282
-4.90948067664,25.0666599494
-4.90940363148,25.2280175269
-4.90894560021,25.8160877287
-4.90827750784,25.4484772122
-4.90809464434,23.8459940385
-4.9078416163,27.2241867236
-4.90782487363,26.5381677846
-4.90757950842,27.1226739852
-4.9073184164,29.1618078048
-4.90725942513,23.9557229188
-4.90710125792,21.5746102351
-4.90674490665,23.0824561876
-4.90662203468,24.0028904544
-4.90636921547,21.9753744401
-4.90605580192,26.6878344771
-4.90586915966,23.8728374635
-4.90577033245,23.3428461512
-4.90568973496,24.9839330529
-4.90527554869,22.9293567905
-4.90525332259,26.7855818683
-4.90508071454,23.4739376162
-4.90503431306,25.3827959364
-4.90495696136,29.2013784445
-4.90495675184,22.4565543716
-4.90477543705,23.4133254694
-4.90474296032,24.9295295379
-4.90433140959,19.195091178
-4.90428363491,24.2829008976
-4.9042264615,25.3371297787
-4.90414579962,25.5578948781
-4.90341561615,25.8899757584
-4.90303513645,26.5376946483
-4.9028646307,24.6832912542
-4.9028610376,26.0948346206
-4.90271305169,29.3962906533
-4.90266333384,26.7720233892
-4.90263362743,20.8165896357
-4.90233526822,24.1591457019
-4.90214633517,21.4221267669
-4.90179448861,21.6712268856
-4.90153900565,21.5625359029
-4.90149664857,24.5071611322
-4.90134988891,25.0995489993
-4.90133443207,23.8072014602
-4.90131217651,27.7585005187
-4.90107576393,26.8118736671
-4.90089271111,26.4457899945
-4.90072375807,22.4948988098
-4.90025372165,25.2606781413
-4.90004120275,25.1320015734
-4.89999258144,24.6591492562
-4.89973959605,30.2586644448
-4.89959490821,28.8074831012
-4.89950344591,24.1108331935
-4.89925018249,23.2731002975
-4.89899073658,26.7242778528
-4.89898861392,21.7797882699
-4.89893050562,28.3609713629
-4.89860837086,26.6634188648
-4.89860225836,23.9579555357
-4.89855109764,26.5507755304
-4.8983243111,26.1859883071
-4.8982899654,25.0317409855
-4.89789619163,27.4876788624
-4.89753001001,26.1228627527
-4.89720588672,27.2635913445
-4.89710108851,25.2219322677
-4.8970125921,25.4789935885
-4.89686651527,22.869613601
-4.89682802844,22.5111135659
-4.89676662421,23.0162446726
-4.89633988847,26.1353055034
-4.89627838684,25.5279530532
-4.89625522736,25.7279605137
-4.89599253586,28.0846286637
-4.89580117777,28.5739307448
-4.89569117475,26.499340351
-4.89556160786,24.7118181228
-4.89517407473,27.993584921
-4.89515699759,25.6659847926
-4.89503580151,25.9220520719
-4.894833527,22.7131586132
-4.89480174676,29.1332386892
-4.8946667781,21.0267442752
-4.89451385543,23.6416559599
-4.89444778152,25.62443131
-4.89415910886,23.6652070079
-4.89389539442,25.3739109126
-4.89373188203,24.5167339991
-4.89351935924,19.7681015928
-4.89341504464,25.9889037296
-4.89327891618,25.1028339435
-4.89307625766,22.784901576
-4.89304049373,26.4258845675
-4.89296331099,24.7525362092
-4.89291939206,20.548122807
-4.89215351323,24.3525821876
-4.8919502291,28.481417653
-4.89189580852,22.1664292914
-4.89174793455,23.9714543171
-4.89154492589,22.6045735334
-4.89119656486,25.3060260798
-4.89107937042,27.9893703891
-4.8907733133,23.1468365695
-4.89056958999,24.3211879817
-4.89053566315,27.6429680738
-4.89031065862,26.5420087172
-4.89028456785,24.4637178446
-4.8902727148,27.3642868274
-4.88931433926,23.7828682257
-4.88930724786,20.7024136294
-4.88926268245,26.5220732523
-4.88916863131,26.8212948842
-4.88901609366,23.8097562041
-4.88897676514,24.5177011832
-4.88879969022,24.8829364447
-4.88867755882,24.5208773498
-4.88856823338,25.590774451
-4.88820490939,25.6057907606
-4.88805884388,24.285819913
-4.88790305392,25.0350883214
-4.88783149761,25.1492210221
-4.88781911502,24.3010521328
-4.88774901511,26.9885001799
-4.88760641985,28.8608348309
-4.8875910971,21.6688108458
-4.88745440875,25.4130991573
-4.88743438516,26.1075991833
-4.88729894802,24.226753418
-4.88721915489,25.8632087113
-4.88714058212,21.379225738
-4.88674280763,24.6794988763
-4.8866844247,20.9772166417
-4.88663320098,23.3213737559
-4.88631543027,27.388893889
-4.88605346699,22.2087686408
-4.88603815692,21.982183241
-4.88594709319,25.2923892244
-4.88581732583,23.3005062246
-4.8856732247,25.3919588298
-4.88544012033,26.2018456434
-4.88504673462,22.3327211671
-4.8848231384,26.6174395704
-4.88481638584,26.4037490699
-4.88460663272,23.5664146364
-4.88451387652,24.175749994
-4.88446409066,23.2657124116
-4.88391853483,25.8908453195
-4.88295389419,20.2349893398
-4.88294563537,22.8207663671
-4.88278282036,27.3056754336
-4.88276202007,24.0297049004
-4.88267802408,28.1987944315
-4.88266326632,29.1068991605
-4.88248346712,27.032281164
-4.88193460604,28.8828248151
-4.88165748385,24.4080299906
-4.88145034468,24.4964933821
-4.88122830574,23.3236837088
-4.88122325233,25.756101275
-4.88121758585,27.6120327858
-4.88078860277,24.3064806672
-4.88069451889,22.7716407709
-4.88037170812,23.8306237535
-4.88009429115,28.3443992006
-4.88008588418,22.8322213677
-4.87959557828,27.0053699314
-4.87952508005,22.7244955372
-4.87936391875,25.8790494834
-4.87928966903,26.9193774698
-4.87928689888,25.3409403085
-4.87889646353,24.6406341922
-4.878639763,26.1255369572
-4.87859428113,24.7779929372
-4.87841837873,22.815767062
-4.87814542986,25.6663074388
-4.87812120702,21.098816225
-4.87809903127,24.6122618727
-4.87801326367,26.0331271424
-4.87794524231,23.5879539586
-4.87793419299,25.161060657
-4.8779088917,24.8503609084
-4.87776671791,23.8578345366
-4.87769716035,25.2909314156
-4.87768629225,23.5556600315
-4.87742625973,24.987085695
-4.8769258148,21.8288052531
-4.87688508491,27.4726477154
-4.87684479114,23.1131225355
-4.87663138404,24.6709621124
-4.87651627635,24.9014373685
-4.87608302132,24.8562019978
-4.8757198252,25.5504351886
-4.8752135888,23.5720555474
-4.87510673524,22.0990417752
-4.87508855515,23.0801767924
-4.87486505353,22.8094304056
-4.87477903228,25.643292778
-4.87448162437,27.2740593331
-4.87443379802,27.7646234071
-4.87424287807,22.9098004432
-4.87410545241,24.8186354274
-4.87342672271,23.7956254358
-4.87294281375,26.8574958434
-4.87286235934,24.1506723336
-4.87235900255,21.9457241149
-4.87225230916,24.6939040172
-4.87222430928,24.5038358452
-4.87185099347,25.7303147801
-4.87174998612,26.8821543308
-4.87142067649,21.9211737749
-4.87132000044,24.7781146505
-4.87116304661,22.1780087755
-4.87069748865,21.0993991873
-4.87051165612,24.904999694
-4.87018351344,22.1605441071
-4.87002040676,28.8996902225
-4.86996774942,24.0027506829
-4.86953335374,19.6277845413
-4.86940163964,27.5603751034
-4.86939673184,26.2564995151
-4.86923255716,20.4432254221
-4.86893565869,24.9766245974
-4.86855172395,24.5194539979
-4.86835825198,22.2863976282
-4.86827263229,21.7544296812
-4.86811659204,26.2521069408
-4.86811067698,27.4311592018
-4.86808338054,21.5967205056
-4.86807602823,23.7146834704
-4.86792029756,23.5118273296
-4.86780446362,26.0875578262
-4.86768898409,26.7965315981
-4.86756543506,24.3544689516
-4.86755327277,28.3755017561
-4.86690733667,20.9591849596
-4.86677609029,25.5438555795
-4.86658561039,21.960706766
-4.86639728686,27.4656392315
-4.86632504217,29.2061610861
-4.86622659298,26.4575854534
-4.86593802589,22.3126480068
-4.86565743988,24.0825749518
-4.86550936904,24.671542112
-4.86514017342,27.3611587466
-4.86511118768,25.7501986348
-4.8647540711,25.1107058596
-4.86451421269,23.9210382282
-4.86433039049,24.7441473968
-4.86429433451,25.2441776114
-4.86405919539,23.6202685685
-4.8639109271,23.6678843697
-4.86368742303,25.2131632709
-4.86363288644,24.2573034327
-4.86345804377,21.4926172609
-4.8634550957,30.2492643204
-4.86328410879,26.0596425839
-4.86312598006,23.5485001188
-4.86302176103,23.7854965818
-4.86290457162,25.6831661339
-4.86212294871,26.0907122502
-4.86185292632,27.9691013676
-4.86179705021,24.1518722706
-4.86092148982,23.3896046039
-4.8608078792,24.4314716315
-4.86065600763,24.7658841315
-4.86053104337,25.6240302095
-4.86050037284,23.1747261064
-4.86009728784,24.0816441109
-4.86002682323,23.4531190987
-4.85997481796,22.5345914006
-4.85992013097,25.3000272201
-4.85984320858,28.4832323673
-4.85970752342,24.0247269528
-4.8594441461,25.0812427265
-4.85938878486,24.0956262487
-4.85936082769,27.3398564843
-4.85904630947,25.7858620726
-4.85899546828,26.690791159
-4.85891915275,25.7969005621
-4.85890669156,24.7423204984
-4.85882133127,21.620569445
-4.85879505938,24.8691281418
-4.85850986477,23.214358406
-4.85820443738,25.4750322439
-4.85793075384,27.6190748416
-4.85780777539,25.7851326131
-4.85776897937,20.6040349433
-4.8577407746,27.2965607731
-4.85769768188,24.5210879201
-4.85765352214,27.1111028761
-4.85759661548,22.8306713419
-4.85710919086,25.282667642
-4.85677055742,27.0056735407
-4.85664091922,22.3743709509
-4.85617980275,30.6825714695
-4.85611481026,23.8739386571
-4.8560568362,25.0087056901
-4.85583805831,24.6926849426
-4.85538830066,26.3766280071
-4.85504879583,21.2156840113
-4.85494148293,24.7132158047
-4.85487778934,21.0540191447
-4.85473970721,24.1346050966
-4.85469216238,21.4490878371
-4.85444679651,23.5771630071
-4.85444247408,24.4415123257
-4.85418208083,25.9158730415
-4.8540832014,25.5510591396
-4.85403722149,25.6206568906
-4.85380709886,23.2773036773
-4.85358206545,20.2618289016
-4.85355591813,21.7420039754
-4.85344996856,26.6699683227
-4.85289631338,23.6905020819
-4.85288007108,28.1999452517
-4.85249603533,27.2548419694
-4.8524924074,26.1953868349
-4.85244676966,25.159221952
-4.85231891756,27.9176732744
-4.85226095959,24.3271098536
-4.85219817762,22.6048825926
-4.85193750309,21.122299474
-4.85174152412,24.1269461048
-4.85163923275,24.339061097
-4.85132191502,27.0905445812
-4.85128416171,23.0636385617
-4.85101612266,21.1143844993
-4.85087310122,24.0396660364
-4.85057042056,26.5091322811
-4.85025325454,23.7624439506
-4.8502253932,22.8942601073
-4.8501779852,22.2814999836
-4.85011901649,26.0201348882
-4.84970254985,22.4630637357
-4.84949540288,26.0014304579
-4.84933068392,21.8367045065
-4.84923669319,24.4450114172
-4.84890538811,22.8875074048
-4.84887498936,24.1457548142
-4.84882448388,25.0694168319
-4.84849956228,25.47787342
-4.84832300454,24.9379423895
-4.84830413212,24.1142112157
-4.8482891928,24.3984287112
-4.8477040684,23.0994838244
-4.84768628193,23.6395993689
-4.84757592916,22.5673266691
-4.84754249253,25.0567644922
-4.84753875383,20.479991081
-4.84750465584,22.5202060653
-4.84740262725,23.4155471348
-4.84721150212,24.2020611027
-4.84700912449,21.0921882136
-4.84692030472,26.5743193842
-4.84674701475,23.7615991023
-4.84652521104,27.4154761841
-4.84619073635,28.3223748737
-4.84581147458,22.5403961467
-4.84551642847,27.5536063605
-4.84545008258,23.1815348608
-4.84520164514,24.1471217451
-4.84488537355,26.5148903994
-4.84473200368,22.8895290374
-4.84459016828,23.7592860305
-4.84457066533,26.5700156936
-4.84455025212,20.9797387988
-4.84449875819,26.4160994329
-4.84439076618,24.7406712818
-4.84399838269,23.4988265742
-4.84378276554,26.1699585492
-4.84356173124,25.2560671378
-4.84350344784,25.851606873
-4.84344118805,23.9533894622
-4.84341831909,24.633995115
-4.84330748937,25.3650948649
-4.84301041125,27.7643059902
-4.84293727656,24.3488595353
-4.84279368582,22.854136172
-4.84213552535,27.9619136881
-4.84192177456,26.8678895869
-4.84101528942,24.5478542398
-4.84045977476,25.6309335559
-4.84045768336,22.0833356253
-4.83976937885,24.33075166
-4.83976053289,24.2415632386
-4.83943822462,26.3409798185
-4.83908318237,26.9083492569
-4.83903709841,28.82432306
-4.83869538648,25.6375272935
-4.83864545282,28.2850953313
-4.83830913187,25.4237477456
-4.83811052231,20.6250216792
-4.83786903522,17.392187939
-4.83779699535,26.9363753125
-4.83765133289,27.6568561815
-4.83744617792,23.7242778232
-4.83735077101,21.9592277777
-4.83733597082,23.1829232942
-4.83727118911,25.662256233
-4.83723060386,25.9166702766
-4.83713887878,23.4179079922
-4.83699112304,25.2411989154
-4.83680375989,22.6253895692
-4.83670398642,25.2678439857
-4.83664365419,23.8472525902
-4.83639587316,28.0391270647
-4.83628590009,19.4860695921
-4.83627481978,24.4119727234
-4.83601216957,24.4253001846
-4.83593765185,26.2141980772
-4.8357492533,24.9461197148
-4.83561545816,24.4037530551
-4.83560063057,22.6513701817
-4.83556522702,25.4303643099
-4.83501623492,22.6385572453
-4.83434290464,24.8931836154
-4.83409671242,24.4310410507
-4.83406087872,27.2890271731
-4.83392752787,23.6159145274
-4.83368978869,26.8284201669
-4.8336626097,25.2998697295
-4.83328096665,26.0458442109
-4.83322140266,21.25473219
-4.83321898529,19.8944886803
-4.83314645811,25.3806444554
-4.83251782538,22.175089694
-4.83250817227,26.455128264
-4.83247986232,24.2315637565
-4.83229539743,26.0955873256
-4.8320810584,22.7437160611
-4.83202242486,20.7068587643
-4.83187864123,22.531211046
-4.83163625603,23.5243925305
-4.83136474322,22.7869887744
-4.83124850601,27.9032773154
-4.83110682789,25.0535186563
-4.83073582018,26.3529574059
-4.83058514065,22.9252129887
-4.83058305149,28.298824858
-4.83046413875,23.0086252092
-4.82964331777,24.8654603232
-4.82955295374,25.5508639185
-4.82950040247,23.0442373446
-4.829367832,25.4586806052
-4.82930725082,26.7820575105
-4.82892811158,25.0111720801
-4.82892502738,23.1876121408
-4.82884261456,26.9022309246
-4.82880942232,23.3284322416
-4.82876286077,24.5295554925
-4.8287560497,25.0787952416
-4.82825751314,28.9152621871
-4.82819975896,26.475654655
-4.82813932522,24.1358900085
-4.82809441091,23.3725052023
-4.82757581404,23.6850281951
-4.82753254287,24.1828112518
-4.82740762968,25.9434097881
-4.82728864543,27.3202812621
-4.82685910223,27.4397353248
-4.82684262627,28.2674545212
-4.82680484246,25.8499240224
-4.82580368,26.9675488982
-4.82577286921,26.5071530747
-4.82556291175,23.047001761
-4.82552713458,25.1549225982
-4.82533688454,25.3058876179
-4.82511743635,26.6935179739
-4.82511642629,25.3326544877
-4.82500455435,24.4807514332
-4.82495514086,25.3117394616
-4.82454579662,25.5448793793
-4.8245266693,27.3909328123
-4.82435316159,23.4616818996
-4.82391082379,26.7064735227
-4.82376015905,21.2873608171
-4.82366101928,25.4591568876
-4.82361636537,27.3893807372
-4.82356078777,21.335079368
-4.8234377064,25.0655792827
-4.82336056039,23.7285491482
-4.82325042736,24.2360259654
-4.8229153987,24.6750499761
-4.82264460277,27.0870427699
-4.82230520486,23.5039563517
-4.8222537223,27.3278215373
-4.82223794276,24.318090765
-4.82222732443,26.6371282533
-4.8221671782,25.6375610818
-4.82207125635,23.5784459398
-4.8218852628,24.3324229351
-4.82187290369,26.0614711556
-4.82182412023,23.6195453445
-4.82165270803,24.7370957998
-4.82151446171,27.1173339321
-4.8214739529,24.342426267
-4.8207092747,23.5388260122
-4.82070752117,25.8127762716
-4.82064221449,25.0035583323
-4.82047654312,22.5022685932
-4.82018931574,23.7429016968
-4.82017607765,24.9102133392
-4.82016972502,21.3140169567
-4.82004895824,29.3169968274
-4.82002046269,22.468656939
-4.82000385975,25.8907433923
-4.81990162341,26.5835911445
-4.81981326577,22.8703989654
